Clase,0,1,2,3,4,5,6
Motorcycles,3.109004093737741,7.7243490545020785,10.233850652881374,11.866968836590122,-23.091039143887723,-15.970915215364636,-23.046979081238618
Motorcycles,2.39082762708407,4.878826970981332,8.066506845483508,8.14203577099576,16.247677280467503,10.590716331575779,17.34697680056471
Motorcycles,2.764582112544926,6.912119328408445,9.350174147291831,10.034393517338906,-19.938883763058133,13.982529639711167,-19.8292054539006
Motorcycles,2.403264710279662,5.65305928874725,8.298104561908744,9.269086743288495,-18.09108321676211,-12.63699059227954,-18.447806830009174
Motorcycles,2.7888079346332337,6.144009654451638,9.587765738854642,10.225688308549024,20.133741155569236,13.714977659511742,21.240212227505733
Motorcycles,2.9275360036726066,6.516482315728298,9.582473197654947,9.870509614093624,19.664305246051445,13.16901178807412,-19.884140619358924
Motorcycles,2.7959894446576,7.375523411733423,9.043204526572886,9.76020057263658,-19.57953817671289,-13.692702770111948,19.19620643228555
Motorcycles,2.8166348510861865,7.307435039397622,9.109843496088086,10.667343835065548,-22.242833794516088,14.321357843262364,-20.556029345070673
Motorcycles,2.618578536231242,6.0154557099729935,8.433176912947701,10.64685018192317,20.624600679935945,14.604770786633667,-20.217905958658754
Motorcycles,2.5090120370996036,5.469121075420139,8.424673143152177,9.865113267971365,-19.710217315124517,-12.664471249513161,-19.018819309011754
Motorcycles,2.5027487357277622,8.33982901845045,7.9130578401277765,8.900365966326326,-17.359236767405886,-13.22208447458091,17.642348499151513
Motorcycles,2.6876496856797116,6.729577750261083,8.357610728726732,10.375649637810161,20.030734512176842,-13.772328468338483,-19.809108169946285
Motorcycles,2.843324520179037,7.291822911030959,10.26433258696953,11.099422151448124,21.958677306701016,-15.455407470782848,-21.907912004977323
Motorcycles,2.8428944270957315,6.385377927106518,8.844150069225549,10.022762518576927,19.461339153235052,13.269478920336411,20.272501677305154
Motorcycles,2.8092988398736654,7.199991084754078,10.488102956293677,10.871377286295635,22.042077396563155,14.478725970831746,-21.575024227328754
Motorcycles,2.934677415165757,8.497100134516863,11.383386466717527,10.950009974447417,-22.179711188241527,-15.200703133502328,22.416145108392254
Motorcycles,2.8708302280131557,7.30959048787582,9.128123815111259,10.310857779005952,-20.311270740231706,-14.514468563161309,-20.0999567609233
Motorcycles,2.555456817066249,7.342151480893947,8.631266430284548,8.747603001456525,17.839191710379765,12.663317182234339,-17.474104600237204
Motorcycles,2.7902856141795707,6.743258354808039,9.13786130744505,9.576236667076989,-19.080979345855972,13.89168743484706,19.08665909762906
Motorcycles,2.690450441129273,6.283402917105977,8.943282582422267,9.836634392386062,20.52225152803993,12.979552177135018,-19.22715005793397
Motorcycles,2.8859422279542106,7.092447557828612,9.093309175178318,9.76441685954577,19.216321174489853,-13.900785418011347,-19.691822356044717
Motorcycles,2.6877903370378027,5.697728283835424,9.603097167357456,11.294741598735904,22.296540232944825,14.239944009014842,21.76138657419822
Motorcycles,2.6598191704747722,5.53388703770601,8.250079546846393,8.214099962883616,16.44652577228912,10.982168034640733,-17.85152999735071
Motorcycles,2.5726304991873783,6.1167094806669,8.180256866150675,10.41605629949855,-19.809183856629538,-13.650907521718048,-19.939552153031364
Motorcycles,2.6626376421190425,5.968578679880221,8.683812767569515,9.298939100513428,-18.66680497339638,-12.549135590781999,18.332512758632625
Motorcycles,2.8502743818662224,5.834934962068102,9.74852300844129,9.986462495999717,19.858465343737954,12.992199757733024,-20.69749067916188
Motorcycles,2.638441286271065,7.757716215109141,8.18299330146543,9.9974635148146,-19.565940018145174,-15.349531964183296,19.113127739377177
Motorcycles,3.1251020345069294,7.01497687594446,10.589617295403873,11.537372205353236,22.939339869380944,15.475755131350283,22.652164480462446
Motorcycles,2.6982725567005894,5.887135588847592,9.253381054037408,10.000748233043009,-19.75337282121242,-13.237388640130604,19.80652775425438
Motorcycles,2.7235475301341774,7.552193213465225,8.896118038397022,10.504988812671428,20.505480872509835,15.331281293714277,-20.268376615821612
Motorcycles,2.9169882337726376,8.16179130247403,12.210702966500184,10.81401778566513,22.613826603192102,15.029687374194792,22.393570260535633
Motorcycles,2.5164921842092642,6.069226695768676,8.253731930725824,10.246025040258601,19.522400628444494,13.897621531125685,19.9657953372813
Motorcycles,3.103145114089567,7.413488787440029,11.663145062469745,12.364484246777186,24.434765790415756,16.145418862784954,24.698394951552167
Motorcycles,2.880710833176088,6.141579944036317,10.388192891100935,10.373791982347148,-20.816493007923892,-14.340587972609622,-21.05811287610001
Motorcycles,2.8562593675820747,7.347134768259207,8.993005403216534,11.257740218113371,21.68127148222467,15.35625863512464,21.446548076816242
Motorcycles,2.809538374346592,6.526131200847356,8.794087714921172,9.577835132452606,18.938481692681396,12.895697749411264,18.892564299491323
Motorcycles,2.7166012495861005,6.495343676628232,9.279179188196792,9.999828879105142,20.192708319159358,-15.07759990580168,-19.657016360860876
Motorcycles,2.4461487000748368,5.894416179237776,7.796725211579973,9.045190987626174,17.836074649075496,12.664379829468478,-17.509781056672647
Motorcycles,2.784576573394419,6.842541156548059,9.122756461210454,11.60379157648926,-22.09723547299378,15.029844809295083,-22.140030824053426
Motorcycles,2.969000505283014,6.721963762692802,9.879732789068216,10.607107016864116,20.95141987936094,-14.165287811579507,-21.0654703848759
Motorcycles,2.318362592212258,5.541954757297302,7.248697397620784,8.252930144845072,16.098371300643116,11.059421828974525,-16.229710880848753
Motorcycles,2.993087783622873,6.913291035196649,10.182192820111563,9.938473357922033,20.00264010732836,13.400955780999736,20.877290793283127
Motorcycles,2.666750053041281,7.14674206488321,9.126845027726308,8.840237879777494,18.2031397861754,12.414762712073081,17.86536626057556
Motorcycles,2.7995054431266357,7.075086666072657,9.926185642373468,10.26117656056519,-20.561159541072634,15.12781402955924,20.46102813753243
Motorcycles,3.0393412328629146,7.542285974878368,10.90573929969189,11.501034420541297,23.387528799637707,15.589468805148039,-22.713972397879925
Motorcycles,2.6909263018559675,5.901553497888895,8.606308404413612,9.497583142983766,20.759192513536426,-12.843189281208337,18.54953718534578
Motorcycles,3.086123004110127,7.41801652346274,11.147905189501229,11.293721624051138,22.720950554624622,-16.113131972943357,22.620633842975643
Motorcycles,2.6636199412439288,6.831377351428244,8.515430855197616,9.667711246055667,19.849484283211762,13.380000734563462,18.76072039190415
Motorcycles,2.6423978398783774,6.096880407630784,9.377723590254407,10.272048621218541,20.11424524759854,-13.682230660170111,-20.65475458389199
Motorcycles,2.9046900022014257,6.424815652921302,9.481685608815503,10.4608987089635,20.436025198672283,14.310766648244362,-21.310637572319372
Motorcycles,2.822647964003796,7.355854151158389,9.936733449963032,10.229057415150928,21.58572001171451,15.166523182173291,20.312569210108716
Motorcycles,2.4537207872770224,6.161287733532035,7.861115313178462,9.385873329148591,-19.22683040731009,12.478353947381889,-18.010166799210637
Motorcycles,2.9241405335480026,7.2334228240824965,9.356891569958,10.786119698022727,21.052436556351903,14.554455965755082,-20.971367144917185
Motorcycles,2.9343810972835294,8.496952341897677,10.852056613104594,10.172506498417569,20.7330849801765,-14.496467256496391,-21.034906530283756
Motorcycles,2.514735534769692,5.880781786366474,8.657453686376693,10.667457742474653,20.471757180458322,14.169613040028475,-20.489460450592755
Motorcycles,2.7636345200125785,6.892254432873566,11.116399062103529,11.17231162567743,22.650516574300894,-15.473514996823987,22.369213276708024
Motorcycles,3.0111861308106254,6.606232489266667,10.29891490366058,10.492896093027403,20.956513734482325,13.817711892045388,21.1748224842217
Motorcycles,2.8889596369318205,6.56266137263079,9.214045386886871,10.857993500073405,21.876584112403883,15.440245212893343,-20.896378730044255
Motorcycles,2.702873681563675,6.311056441573878,8.57920926593001,9.405764925748025,18.586202923755582,-12.933833999767263,-18.516845905807344
Motorcycles,3.093192459560775,7.713607836587174,10.04576251508051,11.374563206653685,-22.562036632807594,-15.35307338149623,22.11027866894716
Motorcycles,2.9698943270942477,9.261679934016497,11.050282051281307,10.518202781286965,21.350144942755172,-15.896572262129213,21.654977785235562
Motorcycles,2.8712724875698044,6.882477537276931,9.28491802354656,10.283319633583078,20.06945630974394,13.865123139640678,21.084379575613347
Motorcycles,2.9467829202311147,7.093731089085656,10.132571426113634,10.120778829005067,20.25318596715822,13.668075833686455,-21.03953731967366
Motorcycles,2.831100530039014,7.681016531809529,9.762841322164707,10.083104572484096,20.075560285382117,14.029518661746684,-20.28733192244533
Motorcycles,2.825979164034984,7.8009132734617825,10.148715409664351,10.326468640894603,20.662231619677186,14.602332817209241,20.78368566453371
Motorcycles,2.9488596462261705,7.934496485759437,9.35441731606846,11.640223226742124,-22.177783802116654,-16.10915075677902,-22.52339951264791
Motorcycles,2.8503506746200036,7.356353614576278,10.606907880366423,11.774018650977355,-23.521035705259333,-15.461572450197105,22.981897776374556
Motorcycles,2.612169496283696,6.627319059121172,8.18634796146879,9.419867262288856,-19.081038388852107,-12.888825264526977,18.22719024550608
Motorcycles,2.986753814165847,6.902652344521255,9.472995902669394,11.257330031516087,23.302917227837593,14.761340556456352,-21.622587620569735
Motorcycles,2.8196605676365065,6.199791118062346,9.664166101412869,11.42283895641305,22.125171541058755,-15.057860576627425,-22.108848108704912
Motorcycles,2.8166244836165055,7.262921423988417,9.433747104368999,10.471217952379822,20.436203694535298,14.511456378064436,21.049788418385074
Motorcycles,2.738853705924624,6.350716015698549,8.959195672971367,10.819203592880227,21.74218705711463,-14.519035214478857,20.71026982838726
Motorcycles,2.824116240928908,6.055886418583593,9.90008739312158,11.45988392771865,22.59318533248345,14.861907367755443,-22.16861376305944
Motorcycles,2.7392032273306155,7.3981219773821625,8.697544018582116,10.138001978544159,-19.567221797869106,-14.52782759459769,-20.200507961998316
Motorcycles,2.293516676573416,5.738477525546333,7.195957903388148,9.052447276088982,18.190833837877243,-13.047091749888164,17.178693619366875
Motorcycles,2.970530152620934,7.2309248803644435,9.231563411220229,11.001711642423778,21.12099280528432,14.777470044961396,22.076945920214328
Motorcycles,2.9048956394235437,8.136513305037269,9.51465013481267,9.622703215589636,19.254590433500088,-13.774793375659643,19.490201422192442
Motorcycles,2.8545319711680635,7.23282513044441,9.055210276473286,10.649812057656627,21.88105733423068,14.815166696779707,-20.5027031216426
Motorcycles,2.7767986590908853,8.374289181474813,8.81847808424265,10.313335149968115,-20.162488185969096,15.406651352529048,19.94797806254996
Motorcycles,2.8891147174111294,7.445989576277401,10.440376068946238,11.005446846560467,21.987294444407194,14.767133158806038,-21.806890990846437
Motorcycles,2.689609548333372,7.179228246912068,9.98826157172718,9.392050225566633,20.434731154201284,-14.042802023966708,19.082634803855417
Motorcycles,2.762731142417662,7.582848267814469,9.151440911076385,9.452247131290632,-18.754419953607986,-13.282860757915243,-20.16416603517292
Motorcycles,2.783852652712157,6.947264099297795,9.685199594132532,10.011576390455378,20.59763430243672,13.84827828044448,-19.8673567904393
Motorcycles,2.930236706524441,7.978306698716768,9.685066370246599,10.038029917606115,-20.538213079236094,-14.058155813425392,-19.911359893959716
Motorcycles,2.690762097101807,6.5379428022640855,9.219648526796572,9.450595951424871,18.864646996831755,-13.40036043169364,19.043747918797884
