Clase,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
cavallo,10215.999999995993,2851.4663589848096,2851.4663589848096,2217.9726676196524,8944.675736957943,2217.9726676196524,2756.016709577876,2791.9413514759194,2791.9413514759194,2756.016709577876,2502.619570880496,2237.737540137362,9018.72806083531,2237.737540137362,2502.619570880496,125.67329937571321,2763.7243461984312,2764.891589633246,2764.891589633246,2763.7243461984312,125.67329937571321,1123.242710408206,2459.3268650067066,2245.8485535383406,9086.591524661519,2245.8485535383406,2459.3268650067066,1123.242710408206,880.1082282087765,150.78768881952274,2762.756583706886,2746.856043743409,2746.856043743409,2762.756583706886,150.78768881952274,880.1082282087765,410.87422536930734,1127.3055460815092,2454.434050543227,2276.2490584875777,9101.904547635953,2276.2490584875777,2454.434050543227,1127.3055460815092,410.87422536930734
cavallo,15246.999999994017,4234.802010718886,4234.802010718886,3553.4200297737807,14931.01360543632,3553.4200297737807,2794.345289307681,4273.6452319428245,4273.6452319428245,2794.345289307681,1644.387911595828,3574.8991627334244,14870.095623731191,3574.8991627334244,1644.387911595828,567.7996765575008,2782.179998360291,4246.935447815074,4246.935447815074,2782.179998360291,567.7996765575008,2234.990892947353,1608.0593920836175,3571.933061217444,14864.789372909845,3571.933061217444,1608.0593920836175,2234.990892947353,133.7917607710296,533.6702394906605,2788.8734343226915,4238.899079956725,4238.899079956725,2788.8734343226915,533.6702394906605,133.7917607710296,807.0577164647747,2211.22330097976,1642.1002350801284,3573.13342797956,14854.762763916318,3573.13342797956,1642.1002350801284,2211.22330097976,807.0577164647747
cavallo,7193.999999997179,1534.6650073811552,1534.6650073811552,858.5085920941223,5882.380952378646,858.5085920941223,1329.32082943227,1461.680247838371,1461.680247838371,1329.32082943227,2086.317394345907,819.4366082070222,5957.078655496145,819.4366082070222,2086.317394345907,192.60832595695763,1377.7221042477008,1415.9168707861281,1415.9168707861281,1377.7221042477008,192.60832595695763,260.917230821659,2061.075476576564,804.2480455729848,5978.567324850787,804.2480455729848,2061.075476576564,260.917230821659,1260.3893374386776,192.3619796330609,1379.8713256641383,1415.3440198819515,1415.3440198819515,1379.8713256641383,192.3619796330609,1260.3893374386776,1197.6715949882316,275.1558862286606,2071.3494343924717,809.4021428433115,5964.215632552358,809.4021428433115,2071.3494343924717,275.1558862286606,1197.6715949882316
cavallo,7946.999999996883,1035.222203975524,1035.222203975524,785.6046514110649,6561.671201811486,785.6046514110649,1990.8889702776444,1035.222203975524,1035.222203975524,1990.8889702776444,909.90038720915,785.6046514110649,6561.914156136072,785.6046514110649,909.90038720915,1235.8950854461614,1990.8889702776441,1035.222203975524,1035.222203975524,1990.8889702776441,1235.8950854461614,1195.7387727055018,909.1812793615495,785.6046514110649,6562.316643617114,785.6046514110649,909.1812793615495,1195.7387727055018,491.4951863354164,1235.8950854461614,1990.8889702776441,1035.222203975524,1035.222203975524,1990.8889702776441,1235.8950854461614,491.4951863354164,862.0878783427859,1195.7387727055018,908.1885997747037,785.6046514110649,6562.919691021654,785.6046514110649,908.1885997747037,1195.7387727055018,862.0878783427859
cavallo,26730.99999998951,5967.022045181546,5967.022045181546,8247.807837925653,25456.882086157813,8247.807837925653,3285.857735064623,5899.113555541956,5899.113555541956,3285.857735064623,4130.856717504093,8308.404169473179,25503.78343898918,8308.404169473179,4130.856717504093,2923.273160468022,3323.932749218243,5896.891616954195,5896.891616954195,3323.932749218243,2923.273160468022,2242.424061135865,4106.3590700090845,8297.516236434933,25476.2204838918,8297.516236434933,4106.3590700090845,2242.424061135865,1204.7115023958033,2945.8239404593264,3304.5648213369327,5908.939756666868,5908.939756666868,3304.5648213369327,2945.8239404593264,1204.7115023958033,1008.5465757812599,2230.440642816571,4119.8853890094015,8296.057232586369,25474.949996319847,8296.057232586369,4119.8853890094015,2230.440642816571,1008.5465757812599
cavallo,16504.999999993524,2536.500166528443,2536.500166528443,3116.894039224581,15292.541950107381,3116.894039224581,4285.075398460469,2392.0577673477515,2392.0577673477515,4285.075398460469,3170.8375412206237,3063.45946058138,15335.899779406884,3063.45946058138,3170.8375412206237,1860.1445318552455,4256.322768181535,2391.3762543603743,2391.3762543603743,4256.322768181535,1860.1445318552455,945.086176879539,3192.8181595030705,3057.092365984572,15336.684472770829,3057.092365984572,3192.8181595030705,945.086176879539,1155.5134423679,1851.8156198615336,4272.394884895361,2379.954455109983,2379.954455109983,4272.394884895361,1851.8156198615336,1155.5134423679,843.9817762024085,959.6616654639399,3180.3057737342338,3058.662831505318,15351.611026312572,3058.662831505318,3180.3057737342338,959.6616654639399,843.9817762024085
cavallo,14934.999999994141,5672.530909616858,5672.530909616858,1642.1507114392007,14004.383219949153,1642.1507114392007,4200.699587477938,5412.107675971594,5412.107675971594,4200.699587477938,3856.0796018477345,1679.0829033382506,14090.43665447486,1679.0829033382506,3856.0796018477345,2247.027510013651,4165.701240942818,5446.664844222177,5446.664844222177,4165.701240942818,2247.027510013651,2279.6031452845727,3862.565871247516,1657.097790738069,14051.107915589739,1657.097790738069,3862.565871247516,2279.6031452845727,971.4347508844061,2285.288947281133,4173.572481388271,5432.023386759837,5432.023386759837,4173.572481388271,2285.288947281133,971.4347508844061,1741.122149317536,2293.40089112837,3855.7889302803733,1674.2670447247892,14066.404244830734,1674.2670447247892,3855.7889302803733,2293.40089112837,1741.122149317536
cavallo,17543.999999993113,6815.693086355487,6815.693086355487,3248.246351476116,16221.247165526514,3248.246351476116,6255.23889490021,6751.048941970113,6751.048941970113,6255.23889490021,2981.428200254511,3201.765799090864,16278.244311777284,3201.765799090864,2981.428200254511,740.0853546357414,6260.547345524196,6717.566850554231,6717.566850554231,6260.547345524196,740.0853546357414,1009.4909795422575,2967.3514263101665,3187.7580419686265,16289.412750396532,3187.7580419686265,2967.3514263101665,1009.4909795422575,1447.1691766867839,749.6741768469452,6263.97163856925,6720.804640008904,6720.804640008904,6263.97163856925,749.6741768469452,1447.1691766867839,421.27497800899056,1015.1701528435988,2965.2466371348537,3193.0270517708504,16279.186085543566,3193.0270517708504,2965.2466371348537,1015.1701528435988,421.27497800899056
cavallo,8778.999999996558,1825.542796863912,1825.542796863912,4313.065128330214,8461.090702944526,4313.065128330214,1242.6566085396073,2004.5186037522642,2004.5186037522642,1242.6566085396073,1515.2461622980732,4252.509706840808,8358.047310530914,4252.509706840808,1515.2461622980732,590.98738614241,1199.8273893834246,1965.946570086468,1965.946570086468,1199.8273893834246,590.98738614241,1944.4134243988167,1485.4866979022713,4261.621491217238,8411.994729255823,4261.621491217238,1485.4866979022713,1944.4134243988167,1199.800671375445,583.3653152461379,1202.6756063739865,1948.720312958316,1948.720312958316,1202.6756063739865,583.3653152461379,1199.800671375445,611.4696657757398,1966.536168790355,1504.6247487207204,4246.613055558604,8387.692407899087,4246.613055558604,1504.6247487207204,1966.536168790355,611.4696657757398
cavallo,6423.999999997481,1452.5636235557286,1452.5636235557286,4346.637942182868,6283.138321992999,4346.637942182868,2012.3551645396753,1403.5849538763314,1403.5849538763314,2012.3551645396753,2169.2305010051714,4299.5902072234,6167.495086921239,4299.5902072234,2169.2305010051714,1093.3936553292278,2020.1050322657136,1401.9058356188707,1401.9058356188707,2020.1050322657136,1093.3936553292278,1492.796208652967,2182.7088732735374,4293.9547190319745,6153.7658838947955,4293.9547190319745,2182.7088732735374,1492.796208652967,560.6189646900411,1121.5390704929503,2037.8196746045003,1420.0548241103127,1420.0548241103127,2037.8196746045003,1121.5390704929503,560.6189646900411,682.1100896091729,1474.6200180014453,2179.997782070292,4297.047129919762,6171.393546191188,4297.047129919762,2179.997782070292,1474.6200180014453,682.1100896091729
