Clase,0,1,2,3,4,5,6
cavallo,2.7648998313541093,6.215435152919964,9.269921862255845,9.743340437593218,19.326750454619837,-14.176544785338294,-19.512987361275826
cavallo,2.87933004559745,6.8164456388092365,10.532533350539829,9.909973053593452,20.259814111495267,13.483326154609674,-20.30613384496265
cavallo,2.7626462907962206,7.132476809568669,8.708184656362986,9.604935546776053,-18.827604340772357,13.362641690465235,19.051959921818586
cavallo,2.933296150300245,6.771417468807311,9.599024759965298,10.38176595470194,20.405945191998583,-14.317034716389008,-20.792856685670852
cavallo,3.054149975301744,6.661697559457155,10.507392434605896,11.198857421641808,23.798919471020714,-14.90126888238393,22.052051999369716
cavallo,2.9374549007784996,6.983863315076869,9.390416284147422,10.253999635861582,-20.37292808249209,13.876562226017484,20.140132684866717
cavallo,2.8722597199487225,6.395615879449976,9.380602150841884,10.048826887447511,19.786903588079493,-13.634841695568923,-20.25923824062653
cavallo,2.941229629281983,6.385535994433869,9.809013003746616,11.319794859501908,-22.49064981866831,14.558228606925297,-21.897923545994956
cavallo,2.475752517186537,5.405996433846191,8.219131760725586,8.942795972756853,17.52462713906752,11.697256142362821,-18.723485937330075
cavallo,2.553959838194779,5.241900663154793,8.97822946644823,9.510032479280119,18.84103438027307,12.215081466395757,-18.995092720263944
cavallo,2.9772859846415898,6.60822296683737,9.673561305337724,10.401818122096428,20.441587260699816,13.834847779163635,21.449952244049065
cavallo,2.824566025362227,6.361514147131484,9.925662395029068,10.03434263496595,20.289673643061054,14.184076248006864,20.08610524818011
cavallo,2.5026821363117175,6.193068068648539,8.084313063709878,8.051487876626675,16.130143175433282,11.412728226239379,-16.777318977605276
cavallo,2.674971744573295,6.214534595961627,8.609936990040064,9.768316088448207,-19.048451349414098,-13.72763351277025,-19.190195678826182
cavallo,2.817105928106459,6.176669443338599,9.201965962727353,10.153269429802858,20.286210684176897,13.243223714156727,19.859348632199538
cavallo,3.0011823532005364,6.690858562333313,9.740113147847136,11.108415395840918,21.56081297434103,-14.748180802355094,-21.990361222954157
cavallo,2.752023340412587,6.017968346702418,9.553039669277078,9.497965736944597,19.347948041332383,13.621104171097622,19.078652135856405
cavallo,2.359374245587889,5.507530595921632,7.924605342679239,8.588886968268339,17.225885464272842,-11.647244069156907,-16.8870322558764
cavallo,2.7794414900606674,6.115593866696579,9.385974474353656,9.854740760270813,19.565724151660028,-13.244042317956243,19.70858890543081
cavallo,3.037838330478141,7.076911401892232,9.94794030072245,10.691634092701323,-21.013379130722413,-14.259567519610894,22.034887834414832
cavallo,2.6377809616266936,5.887464050156459,8.947606740507101,9.46071376977452,18.665144435412174,-12.406596235576965,20.11737459922516
cavallo,2.9165016341232057,6.193851755574138,9.89624832744258,10.529300657125157,21.304823239774958,14.003537721727056,-20.758981699304996
cavallo,2.6665752177164554,6.099287882647667,8.597088683451373,9.601872143988881,18.73297335029688,-12.680066329405502,19.135361911928086
cavallo,2.6607623149728914,5.849790739202137,8.772840309172858,8.890447216638869,17.732471524185843,12.66802544999556,-18.387527663455458
cavallo,2.8089152978387375,5.980338762515339,8.769835916251594,8.8192241095226,17.614634928265254,11.810797979551865,-18.810131437670876
cavallo,2.852581289238313,6.471444284082592,9.198271963872479,9.77766506312683,19.30571176063188,13.717160869248158,-19.652287683714746
cavallo,2.852098833629239,6.061726429804277,9.174143462651891,9.28394973278073,18.516669180458745,12.373865989367088,19.400705731002766
