Clase,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Motorcycles,13647.999999994645,8207.870366123792,8207.870366123792,2327.5009895089024,12366.507936503085,2327.5009895089024,1146.0985915768656,8249.962939442685,8249.962939442685,1146.0985915768656,1656.2404769866869,2335.708813258764,12384.015549071915,2335.708813258764,1656.2404769866869,2051.406522453644,1129.8328322315292,8266.42668834714,8266.42668834714,1129.8328322315292,2051.406522453644,2013.1934486425516,1643.1098145533308,2339.665042319619,12396.085829153715,2339.665042319619,1643.1098145533308,2013.1934486425516,848.2086919897591,2049.5580765556097,1124.6679014098509,8254.854366521033,8254.854366521033,1124.6679014098509,2049.5580765556097,848.2086919897591,472.03230872622845,2016.1601015635683,1639.4848525113011,2330.314908534182,12384.769374355397,2330.314908534182,1639.4848525113011,2016.1601015635683,472.03230872622845
Motorcycles,3802.9999999985084,1052.972317947685,1052.972317947685,1839.5613170551565,2855.331065758517,1839.5613170551565,847.6274225660044,984.7606051093429,984.7606051093429,847.6274225660044,992.5933153318148,1820.3349320423615,3095.2494022540195,1820.3349320423615,992.5933153318148,690.4994044144541,904.735312570065,956.2512378835669,956.2512378835669,904.735312570065,690.4994044144541,558.0337427723376,910.4692204576926,1832.284905498951,3048.6496039723825,1832.284905498951,910.4692204576926,558.0337427723376,512.4592589142766,676.5800518169482,847.8772515730826,962.0759946680748,962.0759946680748,847.8772515730826,676.5800518169482,512.4592589142766,456.00799715747934,549.505464535678,930.5971155409533,1834.539826941363,3016.34489717601,1834.539826941363,930.5971155409533,549.505464535678,456.00799715747934
Motorcycles,26997.999999989406,6249.449510493824,6249.449510493824,4088.9809151885916,26978.498866202564,4088.9809151885916,4639.35605519699,6251.908323111119,6251.908323111119,4639.35605519699,3617.0812407836493,4084.1986899319722,26984.469958494356,4084.1986899319722,3617.0812407836493,1986.9737715884514,4640.775935761974,6241.887862727267,6241.887862727267,4640.775935761974,1986.9737715884514,1617.7775066641875,3615.94760989246,4081.5808441813297,26968.784320292303,4081.5808441813297,3615.94760989246,1617.7775066641875,2085.6948188754254,1986.205758569074,4640.350509306456,6247.898054224063,6247.898054224063,4640.350509306456,1986.205758569074,2085.6948188754254,1318.082539093231,1612.33895489422,3615.253046135802,4076.906576988521,26969.83222787913,4076.906576988521,3615.253046135802,1612.33895489422,1318.082539093231
Motorcycles,4116.999999998386,1358.4701908184495,1358.4701908184495,746.7307992636867,3836.4739229009892,746.7307992636867,720.0127591166421,1336.7483229975137,1336.7483229975137,720.0127591166421,1427.3072837664747,727.2977758277865,3853.352507441375,727.2977758277865,1427.3072837664747,495.6803096049936,725.6166758677579,1345.2500746349474,1345.2500746349474,725.6166758677579,495.6803096049936,456.6904764743859,1472.9122426518952,718.1004572512087,3882.7442130077143,718.1004572512087,1472.9122426518952,456.6904764743859,780.6095314934188,471.178428153208,704.4590952107357,1339.6164538010576,1339.6164538010576,704.4590952107357,471.178428153208,780.6095314934188,840.8052686387077,500.9987717732251,1434.7527081120597,729.3373615802608,3852.616993292472,729.3373615802608,1434.7527081120597,500.9987717732251,840.8052686387077
Motorcycles,10478.999999995889,1755.8761410729105,1755.8761410729105,2939.6372069875742,9862.333333329465,2939.6372069875742,2363.646760041025,1897.1054847603182,1897.1054847603182,2363.646760041025,1781.215068739968,2967.5182334988735,9723.00049361767,2967.5182334988735,1781.215068739968,1418.5025725496719,2272.2936530946586,1867.4350478345518,1867.4350478345518,2272.2936530946586,1418.5025725496719,809.0213980916948,1794.8326765656152,2990.153011442557,9815.185256992907,2990.153011442557,1794.8326765656152,809.0213980916948,1038.0807725604557,1409.9973920378368,2324.3869730887914,1841.8343790765223,1841.8343790765223,2324.3869730887914,1409.9973920378368,1038.0807725604557,563.932374182308,838.1042209488338,1816.8759450292328,2970.174962437,9792.793524893907,2970.174962437,1816.8759450292328,838.1042209488338,563.932374182308
Motorcycles,4303.999999998312,4008.4147720095325,4008.4147720095325,3215.134795826846,4303.999999998312,3215.134795826846,2190.3419247114207,4008.4147720095325,4008.4147720095325,2190.3419247114207,1370.031970089651,3215.134795826846,4303.999999998312,3215.134795826846,1370.031970089651,1223.6650028759534,2190.3419247114207,4008.4147720095325,4008.4147720095325,2190.3419247114207,1223.6650028759534,1415.9996213757006,1370.031970089651,3215.134795826846,4303.999999998312,3215.134795826846,1370.031970089651,1415.9996213757006,1425.5222067293405,1223.6650028759534,2190.3419247114207,4008.4147720095325,4008.4147720095325,2190.3419247114207,1223.6650028759534,1425.5222067293405,1178.4308085937712,1415.9996213757006,1370.031970089651,3215.134795826846,4303.999999998312,3215.134795826846,1370.031970089651,1415.9996213757006,1178.4308085937712
Motorcycles,16140.99999999367,6839.459369817345,6839.459369817345,1335.246801064877,15602.945578225172,1335.246801064877,4192.030096482223,6717.3866613145965,6717.3866613145965,4192.030096482223,3578.4968047320626,1265.919460551927,15526.434464028958,1265.919460551927,3578.4968047320626,3801.120863231153,4081.7756953222824,6752.0731431528975,6752.0731431528975,4081.7756953222824,3801.120863231153,1805.789344856428,3632.671660877029,1301.8929275605278,15588.966037282666,1301.8929275605278,3632.671660877029,1805.789344856428,1771.2528288253948,3791.3694142921363,4097.535572877765,6732.618591405974,6732.618591405974,4097.535572877765,3791.3694142921363,1771.2528288253948,566.3140333956088,1794.3042904931997,3603.8514131017196,1277.429578242547,15542.526136707394,1277.429578242547,3603.8514131017196,1794.3042904931997,566.3140333956088
Motorcycles,9170.999999996402,2035.889082324773,2035.889082324773,953.0289196362189,8663.861678001136,953.0289196362189,1742.865604897664,2061.152344527438,2061.152344527438,1742.865604897664,597.685931311636,1043.7401775314165,8575.710136205314,1043.7401775314165,597.685931311636,1558.900757862791,1722.6291678866573,2057.090918980376,2057.090918980376,1722.6291678866573,1558.900757862791,875.2486077244929,602.2434972195709,994.6123919684059,8642.556238292615,994.6123919684059,602.2434972195709,875.2486077244929,283.7975865669148,1560.1478202157111,1739.0282880608918,2050.998922569646,2050.998922569646,1739.0282880608918,1560.1478202157111,283.7975865669148,1065.4849199273078,858.8379580368788,609.2728555142738,977.057038508948,8613.928232022205,977.057038508948,609.2728555142738,858.8379580368788,1065.4849199273078
Motorcycles,5583.99999999781,192.64935835635498,192.64935835635498,1706.7027136129964,5189.886621313158,1706.7027136129964,1415.1532025879992,179.7750068322462,179.7750068322462,1415.1532025879992,789.0493745522718,1688.3048032798706,5092.724821445857,1688.3048032798706,789.0493745522718,858.2554011281247,1470.983492356817,201.77998960733723,201.77998960733723,1470.983492356817,858.2554011281247,217.28861276516602,748.1784680441261,1732.8662790335418,5085.348398347512,1732.8662790335418,748.1784680441261,217.28861276516602,228.45320915487878,844.2372789624862,1429.2813036684788,241.06601040722265,241.06601040722265,1429.2813036684788,844.2372789624862,228.45320915487878,497.72705394342677,222.59394047373718,737.654472052856,1715.0953010054488,5109.99949253118,1715.0953010054488,737.654472052856,222.59394047373718,497.72705394342677
Motorcycles,9141.999999996415,3889.437972595037,3889.437972595037,2896.2426118572307,9133.591836731111,2896.2426118572307,3230.574980631534,3893.716731286868,3893.716731286868,3230.574980631534,1449.2589121638869,2887.4848179974642,9121.602326187669,2887.4848179974642,1449.2589121638869,821.4852810445867,3244.0033327091646,3897.9710883275043,3897.9710883275043,3244.0033327091646,821.4852810445867,1614.1393379272242,1436.7445327001856,2880.26341368127,9111.903605780346,2880.26341368127,1436.7445327001856,1614.1393379272242,1017.3554748255243,811.7471677218488,3252.241782126806,3900.2267891670394,3900.2267891670394,3252.241782126806,811.7471677218488,1017.3554748255243,261.38479396040015,1607.029901396176,1431.4014276245796,2876.6302058210767,9107.303452411948,2876.6302058210767,1431.4014276245796,1607.029901396176,261.38479396040015
Motorcycles,7195.999999997178,2181.2121967853477,2181.2121967853477,334.70895363017314,7007.9138321967985,334.70895363017314,2619.6965866105716,2149.8175923527733,2149.8175923527733,2619.6965866105716,1089.9769609608948,361.9584901575058,7004.812377555986,361.9584901575058,1089.9769609608948,87.39320272714835,2637.42537088802,2135.998483978639,2135.998483978639,2637.42537088802,87.39320272714835,1146.9248897090126,1132.7359809954417,338.1270053548432,7026.897009481911,338.1270053548432,1132.7359809954417,1146.9248897090126,497.7825619647316,83.85202334580364,2626.5775766814672,2148.2553203643606,2148.2553203643606,2626.5775766814672,83.85202334580364,497.7825619647316,282.45565225819286,1163.4499727320351,1120.236777565575,343.0073233873847,7008.102400116477,343.0073233873847,1120.236777565575,1163.4499727320351,282.45565225819286
Motorcycles,1943.9999999992376,896.1048434007907,896.1048434007907,96.88913336952969,1668.866213151273,96.88913336952969,522.9897017347199,885.4604252484285,885.4604252484285,522.9897017347199,678.7093658172639,200.20881397833458,1593.2884137775848,200.20881397833458,678.7093658172639,428.63246443960287,459.5731837574573,882.4102490148651,882.4102490148651,459.5731837574573,428.63246443960287,332.8732744476858,614.0629675419223,158.53084187844348,1605.4101076804675,158.53084187844348,614.0629675419223,332.8732744476858,348.77870802688653,415.82177300694724,463.01871922098627,876.2040981643506,876.2040981643506,463.01871922098627,415.82177300694724,348.77870802688653,269.80686691389116,336.3298629637709,639.9936769217795,162.6224511235416,1601.7797271242175,162.6224511235416,639.9936769217795,336.3298629637709,269.80686691389116
Motorcycles,37203.999999985404,969.1836793108274,969.1836793108274,5904.969043560941,36989.83673467936,5904.969043560941,5800.076647076262,1090.7775310629218,1090.7775310629218,5800.076647076262,6827.17090855138,5834.896125784021,36913.40466162341,5834.896125784021,6827.17090855138,486.79285943841825,5834.915026422275,1105.9445535920768,1105.9445535920768,5834.915026422275,486.79285943841825,1848.6214819260535,6811.806818623009,5838.875642803244,36959.54589151533,5838.875642803244,6811.806818623009,1848.6214819260535,3131.034169645001,500.3940852428136,5815.956477170748,1085.666242343095,1085.666242343095,5815.956477170748,500.3940852428136,3131.034169645001,1948.8849936573647,1846.6189771552688,6806.8874096295085,5857.097996084479,36959.14170140986,5857.097996084479,6806.8874096295085,1846.6189771552688,1948.8849936573647
Motorcycles,15483.999999993925,3108.6887118465875,3108.6887118465875,4868.414101337405,14483.596371876403,4868.414101337405,4740.49030650486,2977.250028842007,2977.250028842007,4740.49030650486,1867.142261874694,4885.351845272234,14560.242738359475,4885.351845272234,1867.142261874694,3690.0743061868748,4744.942416976134,3033.0351088936836,3033.0351088936836,4744.942416976134,3690.0743061868748,79.47544142219957,1875.839301192829,4919.8146409852225,14471.887573946744,4919.8146409852225,1875.839301192829,79.47544142219957,280.30990237583393,3737.92732512427,4739.001945506261,3055.7024930405355,3055.7024930405355,4739.001945506261,3737.92732512427,280.30990237583393,756.7938203722847,64.82271854333294,1854.2594171169662,4894.01202196897,14507.82003436244,4894.01202196897,1854.2594171169662,64.82271854333294,756.7938203722847
Motorcycles,14239.999999994416,3268.2337423401164,3268.2337423401164,2320.2585270724517,13693.623582761069,2320.2585270724517,2457.366732268155,3142.2143975209387,3142.2143975209387,2457.366732268155,2073.06980822939,2262.5565617205016,13648.452527490907,2262.5565617205016,2073.06980822939,520.1599545115467,2379.0304145800246,3186.1302959138775,3186.1302959138775,2379.0304145800246,520.1599545115467,2658.746885790983,2017.2930674828526,2220.8987184600305,13716.304328226975,2220.8987184600305,2017.2930674828526,2658.746885790983,969.9122540902475,549.6635329578263,2395.7011130126107,3177.92875934966,3177.92875934966,2395.7011130126107,549.6635329578263,969.9122540902475,1424.0103319566238,2659.0578103698595,2033.2151694311194,2265.746112894086,13687.425124028738,2265.746112894086,2033.2151694311194,2659.0578103698595,1424.0103319566238
Motorcycles,41311.99999998379,3871.1260845297948,3871.1260845297948,1928.4223217231777,40779.61451245566,1928.4223217231777,1026.0271497130418,3636.162577856759,3636.162577856759,1026.0271497130418,3776.5819992814418,1972.268916890602,40784.14925878048,1972.268916890602,3776.5819992814418,4931.695901090631,999.8783886375794,3705.2829139411683,3705.2829139411683,999.8783886375794,4931.695901090631,821.239892527059,3808.69755983494,1961.2328079291285,40812.427680023284,1961.2328079291285,3808.69755983494,821.239892527059,801.732206701276,4919.234085430288,1029.0354622510524,3670.8231298454125,3670.8231298454125,1029.0354622510524,4919.234085430288,801.732206701276,2446.711074802328,823.8089677039834,3791.137495173338,1974.1223258933112,40791.14091470411,1974.1223258933112,3791.137495173338,823.8089677039834,2446.711074802328
